suite_number,ship_date_kst,trans_date_utc_package,package_id,inner_package_id,profit_case,package_merchant,order_type,package_type,country_code,country_name,carrier,carrier_service,package_weight,dimension_weight,package_count,reference_type,goods_revenue_krw,goods_revenue_usd,warehouse_revenue_krw,warehouse_revenue_usd,shipping_revenue_krw,shipping_revenue_usd,profit_krw,profit_usd,storage_fee_usd,storage_fee_krw,request_photo_fee_usd,request_photo_fee_krw,repack_fee_usd,repack_fee_krw,bubble_wrap_fee_usd,bubble_wrap_fee_krw,vacuum_repack_fee_usd,vacuum_repack_fee_krw,plasticbox_fee_usd,plasticbox_fee_krw,remove_papertube_fee_usd,remove_papertube_fee_krw,inclusion_fee_usd,inclusion_fee_krw,bfm_extra_fee_usd,bfm_extra_fee_krw,receiving_fee_usd,receiving_fee_krw,package_extra_fee_usd,package_extra_fee_krw,shipping_fee_usd,shipping_fee_krw,customer_cost_krw,customer_cost_usd,original_cost_krw,original_cost_usd,fuel_surcharge_cost_krw,fuel_surcharge_cost_usd,marked_up_cost_krw,marked_up_cost_usd,origin_usd_krw_package,usd_krw_package
C8243,2025-10-01,2025-09-29,735235,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,3700,7862,1,ASN,0,0,0,0,31239,22.92,11446,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.92,31239,31237,22.92,12289,9.02,7502,5.5,11446,8.4,1405.098806,1362.945842
C8243,2025-10-01,2025-09-29,735200,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,3300,7192,1,ASN,0,0,0,0,29303,21.5,10778,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,29303,29306,21.5,11504,8.44,7023,5.15,10778,7.91,1405.098806,1362.945842
C3329,2025-10-01,2025-09-29,735457,0,1,Individual seller,WE_SHIP,SINGLE,AU,Australia,UPS,WORLDWIDE_SAVER,2500,2500,1,ASN,0,0,0,0,34046,24.98,12415,9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.98,34046,34042,24.98,13429,9.85,8198,6.02,12415,9.11,1405.098806,1362.945842
J1958,2025-10-01,2025-09-30,736021,0,1,duck,WE_SHIP,SINGLE,JP,Japan,UPS,WORLDWIDE_SAVER,700,1361,1,ASN,0,0,0,0,16907,12.44,6495,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44,16907,16907,12.44,6465,4.76,3947,2.9,6495,4.78,1401.099077,1359.066105
C8243,2025-10-01,2025-09-29,735384,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,3300,6653,1,ASN,0,0,0,0,27409,20.11,10125,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.11,27409,27413,20.11,10735,7.88,6554,4.81,10125,7.43,1405.098806,1362.945842
C8243,2025-10-01,2025-09-29,734582,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,4500,20163,1,ASN,0,0,0,0,80209,58.85,28364,20.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.85,80209,80211,58.85,32193,23.62,19654,14.42,28364,20.81,1405.098806,1362.945842
R1264,2025-10-01,2025-09-29,735009,0,1,Soundwave,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,3600,4066,1,ASN,0,0,0,0,17964,13.18,6862,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,17964,17970,13.18,6897,5.06,4211,3.09,6862,5.04,1405.098806,1362.945842
L9421,2025-10-01,2025-09-30,735646,0,1,Coupang,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,1200,6000,1,ASN,0,0,0,0,23634,17.39,9484,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,23634,25558,18.81,9981,7.34,6093,4.48,9484,6.98,1401.099077,1359.066105
C0933,2025-10-01,2025-09-30,714242,0,1,ktown4u,WE_SHIP,SINGLE,SG,Singapore,UPS,WORLDWIDE_SAVER,900,1578,1,ASN,0,0,0,0,16717,12.3,6432,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,16717,16723,12.3,6390,4.7,3901,2.87,6432,4.73,1401.099077,1359.066105
Q6296,2025-10-01,2025-09-30,734868,0,1,Gmarket ,WE_SHIP,SINGLE,SA,Saudi Arabia,ARAMEX,EXPRESS,700,759,1,ASN,0,0,0,0,38489,28.32,9078,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,38489,38488,28.32,22470,16.53,6941,5.11,9078,6.68,1401.099077,1359.066105
D3987,2025-09-30,2025-07-30,692232,0,1,Sharen,WE_SHIP,SINGLE,US,United States of America,CJ,DOMESTIC,5400,7326,1,ASN,0,0,0,0,133827,99.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.4,133827,,,,,,,,,1387.990191,1346.350485
N1101,2025-10-01,2025-09-29,734705,0,1,Ktown4u,WE_SHIP,SINGLE,PT,Portugal,DHL_EXPRESS,WORLDWIDE_NON_DOC,11500,11500,1,ASN,0,0,0,0,324327,237.96,56701,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.96,324327,324327,237.96,189002,138.67,78625,57.69,56701,41.6,1405.098806,1362.945842
Q7662,2025-10-01,2025-09-29,734694,0,1,Weverse,WE_SHIP,SINGLE,ES,Spain,FEDEX,INTERNATIONAL_PRIORITY,4600,4600,1,ASN,0,0,0,0,86261,63.29,13137,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.29,86261,86260,63.29,51720,37.95,21403,15.7,13137,9.64,1405.098806,1362.945842
E8635,2025-10-01,2025-09-29,735130,0,1,Weverse Shop,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,2000,2000,1,ASN,0,0,0,0,52801,38.74,9210,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.74,52801,60475,44.37,36260,26.6,15005,11.01,9210,6.76,1405.098806,1362.945842
D3648,2025-10-01,2025-09-29,734790,0,1,Weverse Global,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,300,950,1,ASN,0,0,0,0,39566,29.03,6025,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,39566,39561,29.03,23720,17.4,9816,7.2,6025,4.42,1405.098806,1362.945842
C8243,2025-10-01,2025-09-29,734710,0,1,WEVERSE SHOP,WE_SHIP,SINGLE,SG,Singapore,FEDEX,INTERNATIONAL_PRIORITY,2200,4385,1,ASN,0,0,0,0,43137,31.65,9332,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.65,43137,43135,31.65,23100,16.95,10703,7.85,9332,6.85,1405.098806,1362.945842
O2459,2025-10-01,2025-09-29,735217,0,1,Weverse Shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3400,7488,1,ASN,0,0,0,0,142101,104.26,30744,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.26,142101,142103,104.26,76100,55.83,35259,25.87,30744,22.56,1405.098806,1362.945842
H1654,2025-10-01,2025-09-29,718767,0,1,Weverse ,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,10000,11934,1,ASN,0,0,0,0,216204,158.63,46775,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.63,216204,216198,158.63,115780,84.95,53643,39.36,46775,34.32,1405.098806,1362.945842
P9241,2025-10-01,2025-09-29,735114,0,1,루이쯔,WE_SHIP,SINGLE,SG,Singapore,FEDEX,INTERNATIONAL_PRIORITY,2100,5108,1,ASN,0,0,0,0,48780,35.79,10552,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.79,48780,48774,35.79,26120,19.16,12102,8.88,10552,7.74,1405.098806,1362.945842
F1456,2025-10-01,2025-09-29,735355,0,1,Instagram ,WE_SHIP,SINGLE,IL,Israel,FEDEX,INTERNATIONAL_PRIORITY,4500,4500,1,ASN,0,0,0,0,119394,87.6,25832,18.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,119394,119396,87.6,63940,46.91,29625,21.74,25832,18.95,1405.098806,1362.945842
D2281,2025-10-01,2025-09-29,725472,0,1,null,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,700,853,1,ASN,0,0,2726,2,51628,37.88,13896,10.2,0,0,2,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.88,51628,51631,37.88,27650,20.29,12811,9.4,11171,8.2,1405.098806,1362.945842
B2396,2025-10-01,2025-09-29,719227,0,1,Starship Square,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,7700,7700,1,ASN,0,0,0,0,129725,95.18,19756,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.18,129725,129723,95.18,77780,57.07,32187,23.62,19756,14.5,1405.098806,1362.945842
C3024,2025-10-01,2025-09-30,728625,0,1,Ami,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,6300,6822,1,ASN,0,0,0,0,134914,99.27,29189,21.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.27,134914,134914,99.27,72250,53.16,33475,24.63,29189,21.48,1401.099077,1359.066105
O1091,2025-10-01,2025-09-29,698868,0,1,null,WE_SHIP,SINGLE,MX,Mexico,FEDEX,INTERNATIONAL_CONNECT_PLUS,2000,2000,1,ASN,0,0,12267,9,52269,38.35,24960,18.31,7,9541,2,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.35,52269,58671,43.05,31420,23.05,14558,10.68,12694,9.31,1405.098806,1362.945842
B8528,2025-10-01,2025-09-14,718143,0,1,Everline,WE_SHIP,SINGLE,ES,Spain,FEDEX,INTERNATIONAL_PRIORITY,7700,7700,1,ASN,0,0,0,0,129719,96,31423,23.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,129719,145240,107.49,77780,57.56,36037,26.67,31423,23.26,1393.030383,1351.239472
D0757,2025-10-01,2025-09-19,729668,0,1,X (Old Twitter),WE_SHIP,SINGLE,ES,Spain,FEDEX,INTERNATIONAL_PRIORITY,8500,9547,1,ASN,0,0,0,0,162423,120.52,39346,29.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.52,162423,181858,134.94,97390,72.26,45123,33.48,39346,29.19,1389.37016,1347.689055
Q2853,2025-10-01,2025-09-23,677669,0,1,Cokodive,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,2300,2300,1,ASN,0,0,39139,29,60476,44.81,53788,39.85,29,39139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.81,60476,67709,50.17,36260,26.87,16800,12.45,14649,10.85,1391.359807,1349.619013
N5672,2025-10-01,2025-09-25,722008,0,1,null,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,300,486,1,ASN,0,0,76135,56,34247,25.19,84429,62.1,0,0,2,2719,0,0,0,0,0,0,0,0,0,0,54,73416,0,0,0,0,0,0,25.19,34247,38336,28.2,20530,15.1,9512,7,8294,6.1,1401.596828,1359.548923
C3207,2025-10-01,2025-09-30,704663,0,1,DK SHOP,DK_SHOP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,1500,1500,1,ASN,0,0,0,0,47662,35.07,11546,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.07,47662,53368,39.27,28580,21.03,13242,9.74,11546,8.5,1401.099077,1359.066105
M7404,2025-10-01,2025-09-30,714398,0,1,Soundwave,WE_SHIP,SINGLE,GB,United Kingdom,FEDEX,INTERNATIONAL_PRIORITY,3100,3890,1,ASN,0,0,0,0,74667,54.94,18087,13.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.94,74667,83600,61.51,44770,32.94,20743,15.26,18087,13.31,1401.099077,1359.066105
M2873,2025-10-01,2025-09-30,730722,0,1,Soundwave,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,200,264,1,ASN,0,0,57081,42,47377,34.86,67330,49.54,0,0,2,2718,0,0,0,0,0,0,0,0,0,0,40,54363,0,0,0,0,0,0,34.86,47377,47374,34.86,25370,18.67,11754,8.65,10249,7.54,1401.099077,1359.066105
K1791,2025-10-01,2025-09-30,726957,0,1,Ktown4u,WE_SHIP,SINGLE,IN,India,FEDEX,INTERNATIONAL_PRIORITY,600,1042,1,ASN,0,0,0,0,39155,28.81,8472,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.81,39155,39158,28.81,20970,15.43,9716,7.15,8472,6.23,1401.099077,1359.066105
F1954,2025-10-01,2025-09-30,734772,0,1,Weverse ,WE_SHIP,SINGLE,DE,Germany,FEDEX,INTERNATIONAL_PRIORITY,3500,3500,1,ASN,0,0,0,0,70209,51.66,17008,12.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.66,70209,78614,57.84,42100,30.98,19506,14.35,17008,12.51,1401.099077,1359.066105
E9150,2025-10-01,2025-09-26,733760,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,FEDEX,INTERNATIONAL_CONNECT_PLUS,3400,7488,1,ASN,0,0,0,0,142101,103.78,30744,22.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.78,142101,142103,103.78,76100,55.58,35259,25.75,30744,22.45,1411.59726,1369.249342
E4026,2025-10-01,2025-09-30,730384,0,1,null,WE_SHIP,SINGLE,BE,Belgium,FEDEX,INTERNATIONAL_PRIORITY,5300,5332,1,ASN,0,0,2718,2,101332,74.56,27265,20.06,0,0,2,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.56,101332,113458,83.48,60760,44.71,28151,20.71,24547,18.06,1401.099077,1359.066105
Q6213,2025-10-01,2025-09-25,733133,0,1,Fromm,WE_SHIP,SINGLE,SE,Sweden,DHL_EXPRESS,WORLDWIDE_NON_DOC,600,1400,1,ASN,0,0,0,0,51228,37.68,8956,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.68,51228,51228,37.68,29853,21.96,12419,9.13,8956,6.59,1401.596828,1359.548923
L6228,2025-10-01,2025-09-30,688065,0,1,Weverse,WE_SHIP,SINGLE,IT,Italia,DHL_EXPRESS,WORLDWIDE_NON_DOC,1700,1700,1,ASN,0,0,29899,22,58358,42.94,40102,29.51,22,29899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.94,58358,58358,42.94,34008,25.02,14147,10.41,10202,7.51,1401.099077,1359.066105
B5318,2025-10-01,2025-09-29,706811,0,1,Weverse shop,WE_SHIP,SINGLE,NO,Norway,KOREAPOST,EMS,700,1810,1,ASN,0,0,0,0,52610,38.6,6863,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,52610,52613,38.6,45750,33.57,0,0,6863,5.04,1405.098806,1362.945842
Q1868,2025-10-01,2025-09-29,735150,0,1,Weverse,WE_SHIP,SINGLE,CL,Chile,KOREAPOST,EMS,600,1632,1,ASN,0,0,0,0,61932,45.44,8078,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.44,61932,61928,45.44,53850,39.51,0,0,8078,5.93,1405.098806,1362.945842
H2198,2025-10-01,2025-09-29,683116,0,1,Makestar,WE_SHIP,SINGLE,IL,Israel,KOREAPOST,EMS,600,1092,1,ASN,0,0,36800,27,44732,32.82,42635,31.28,27,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82,44732,44735,32.82,38900,28.54,0,0,5835,4.28,1405.098806,1362.945842
C0757,2025-10-01,2025-09-30,736161,0,1,INTERASIA,WE_SHIP,SINGLE,PE,Peru,KOREAPOST,EMS,200,790,1,ASN,0,0,0,0,45447,33.44,5929,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.44,45447,45454,33.44,39525,29.08,0,0,5929,4.36,1401.099077,1359.066105
J1327,2025-10-01,2025-09-30,688790,0,1,Weverse Global,WE_SHIP,SINGLE,BR,Brazil,KOREAPOST,EMS,1800,2714,1,ASN,0,0,28540,21,81068,59.65,39115,28.78,21,28540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.65,81068,81075,59.65,70500,51.87,0,0,10575,7.78,1401.099077,1359.066105
J3186,2026-01-08,2025-09-25,733180,0,1,fromm store (frommyarti),WE_SHIP,SINGLE,FR,France,KOREAPOST,EMS,700,1400,1,ASN,0,0,0,0,47149,34.68,7125,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.68,47149,42750,31.44,35625,26.2,0,0,7125,5.24,1401.596828,1359.548923
C0933,2025-10-01,2025-09-30,713967,0,1,weverse,WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,200,524,1,ASN,0,0,0,0,9921,7.3,3720,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,9921,9920,7.3,6200,4.56,0,0,3720,2.74,1401.099077,1359.066105
D6871,2025-10-01,2025-09-30,735999,0,1,Aladin Korea,WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,900,900,1,ASN,0,0,0,0,12870,9.47,5100,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,12870,13600,10.01,8500,6.25,0,0,5100,3.75,1401.099077,1359.066105
J2310,2025-10-01,2025-09-30,726099,0,1,superstar,WE_SHIP,SINGLE,SG,Singapore,ETOMARS,EPARCEL,200,653,1,ASN,0,0,0,0,10655,7.84,3996,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,10655,10656,7.84,6660,4.9,0,0,3996,2.94,1401.099077,1359.066105
E1995,2025-10-01,2025-09-29,702216,0,1,UGLY SHADOW,WE_SHIP,SINGLE,GB,United Kingdom,KOREAPOST,KPACKET,900,1960,1,ASN,0,0,1363,1,49121,36.04,12697,9.32,1,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.04,49121,49114,36.04,37780,27.72,0,0,11334,8.32,1405.098806,1362.945842
B6231,2025-10-01,2025-09-30,729554,0,1,DK SHOP,DK_SHOP,SINGLE,BR,Brazil,KOREAPOST,KPACKET,1400,1400,1,ASN,0,0,2718,2,45569,33.53,13233,9.74,0,0,2,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.53,45569,45565,33.53,35050,25.79,0,0,10515,7.74,1401.099077,1359.066105
Q4049,2025-10-01,2025-09-30,690778,0,1,1VERSE Official Fan Community,WE_SHIP,SINGLE,GB,United Kingdom,KOREAPOST,KPACKET,500,1637,1,ASN,0,0,24463,18,41044,30.2,33934,24.97,18,24463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2,41044,41041,30.2,31570,23.23,0,0,9471,6.97,1401.099077,1359.066105
Q4049,2025-10-01,2025-09-30,707512,0,1,DK SHOP,DK_SHOP,SINGLE,GB,United Kingdom,KOREAPOST,KPACKET,300,720,1,ASN,0,0,0,0,20943,15.41,4833,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41,20943,20943,15.41,16110,11.85,0,0,4833,3.56,1401.099077,1359.066105
Q4049,2025-10-01,2025-09-30,727995,0,1,DK SHOP,DK_SHOP,SINGLE,GB,United Kingdom,KOREAPOST,KPACKET,700,700,1,ASN,0,0,0,0,23267,17.12,5370,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12,23267,23270,17.12,17900,13.17,0,0,5370,3.95,1401.099077,1359.066105
K6978,2025-10-01,2025-09-29,734851,0,1,asmama,WE_SHIP,SINGLE,JP,Japan,KOREAPOST,KPACKET,100,398,1,ASN,0,0,0,0,10767,7.9,2484,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,10767,10764,7.9,8280,6.08,0,0,2484,1.82,1405.098806,1362.945842
I6506,2025-10-01,2025-09-29,733458,0,1,ASN 436100,WE_SHIP,SINGLE,JP,Japan,KOREAPOST,KPACKET,100,100,1,ASN,0,0,0,0,5970,4.38,1743,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,5970,7553,5.54,5810,4.26,0,0,1743,1.28,1405.098806,1362.945842
J1958,2025-10-01,2025-09-30,735983,0,1,letter,WE_SHIP,SINGLE,JP,Japan,KOREAPOST,KPACKET,400,500,1,ASN,0,0,0,0,12408,9.13,2862,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13,12408,12402,9.13,9540,7.02,0,0,2862,2.11,1401.099077,1359.066105
E2634,2025-10-01,2025-09-29,716572,0,1,Weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,700,1960,1,ASN,0,0,0,0,36922,27.09,8520,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.09,36922,36920,27.09,28400,20.84,0,0,8520,6.25,1405.098806,1362.945842
Q7475,2025-10-01,2025-09-30,735100,0,1,Weverse shop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,800,1584,1,ASN,0,0,0,0,33542,24.68,7740,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68,33542,33540,24.68,25800,18.98,0,0,7740,5.7,1401.099077,1359.066105
B1405,2025-10-01,2025-09-30,707898,0,1,galgyo,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,200,936,1,ASN,0,0,0,0,24830,18.27,5730,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.27,24830,24830,18.27,19100,14.05,0,0,5730,4.22,1401.099077,1359.066105
J2569,2025-10-01,2025-09-30,699692,0,1,Dear my muse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1800,1809,1,ASN,0,0,9513,7,37836,27.84,18243,13.42,7,9513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.84,37836,37830,27.84,29100,21.41,0,0,8730,6.42,1401.099077,1359.066105
K8335,2025-10-01,2025-09-29,733936,0,1,weverse,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,2400,4385,1,ASN,0,0,0,0,70069,51.41,16170,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.41,70069,70070,51.41,53900,39.55,0,0,16170,11.86,1405.098806,1362.945842
M9458,2025-10-01,2025-09-29,734863,0,1,Kseller,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,200,462,1,ASN,0,0,0,0,17296,12.69,3990,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.69,17296,17290,12.69,13300,9.76,0,0,3990,2.93,1405.098806,1362.945842
K8479,2025-10-01,2025-09-29,734156,0,1,weverse shop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1500,4043,1,ASN,0,0,0,0,63445,46.55,14640,10.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.55,63445,63440,46.55,48800,35.8,0,0,14640,10.74,1405.098806,1362.945842
D2281,2025-10-01,2025-09-29,679487,0,1,null,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,4300,4300,1,ASN,0,0,44977,33,76052,55.8,62527,45.88,31,42251,2,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8,76052,76050,55.8,58500,42.92,0,0,17550,12.88,1405.098806,1362.945842
D2281,2025-10-01,2025-09-29,686900,0,1,KTOWN4U,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1700,2448,1,ASN,0,0,29985,22,49270,36.15,41355,30.34,22,29985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.15,49270,49270,36.15,37900,27.81,0,0,11370,8.34,1405.098806,1362.945842
P8068,2025-10-01,2025-09-29,735453,0,1,Oliveyoung,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,600,911,1,ASN,0,0,0,0,24833,18.22,5730,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22,24833,24830,18.22,19100,14.01,0,0,5730,4.2,1405.098806,1362.945842
B2502,2025-10-01,2025-09-30,735541,0,1,Jmeeshop,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,1400,1400,1,ASN,0,0,0,0,33542,24.68,7740,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68,33542,33540,24.68,25800,18.98,0,0,7740,5.7,1401.099077,1359.066105
K8036,2025-10-01,2025-09-30,731440,0,1,null,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,500,1092,1,ASN,0,0,2718,2,27956,20.57,9168,6.75,0,0,2,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,27956,27950,20.57,21500,15.82,0,0,6450,4.75,1401.099077,1359.066105
K8036,2025-10-01,2025-09-30,730308,0,1,Makestar ,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,500,1092,1,ASN,0,0,0,0,27956,20.57,6450,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.57,27956,27950,20.57,21500,15.82,0,0,6450,4.75,1401.099077,1359.066105
I3601,2025-10-01,2025-09-30,731825,0,1,Apple Music Korea,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,800,1798,1,ASN,0,0,0,0,35105,25.83,8100,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.83,35105,35100,25.83,27000,19.87,0,0,8100,5.96,1401.099077,1359.066105
C2514,2025-10-01,2025-09-30,732403,0,1,null,WE_SHIP,SINGLE,US,United States of America,ETOMARS,EPARCEL,200,378,1,ASN,0,0,2718,2,17287,12.72,6708,4.94,0,0,2,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72,17287,17290,12.72,13300,9.79,0,0,3990,2.94,1401.099077,1359.066105
